Index;R-number;Text;NP_Givenness;Structural_Priming;Imperative_conditional;le;NP_Definiteness;Numeric_Classifier;NP_Concreteness;NP_Length;Response;V-P;Filename;Genre;Register;Time;Time_num;
868;0,272175229;...仍，兵饷两缺，顾内不能顾外，只好对东虏暂时行款。俟内乱敉平，[[[腾出手来]]]，就可以对东虏大张挞伐。可惜外廷臣工①，多不明朕之苦衷！”;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1960s\1963\文学\大陆作家\1963 姚雪垠 李自成1.txt;Fiction;Written;1960-1980;3;
1381;0,707148712;...哎我说，乔致庸这回真有把握贩茶回来?”曹掌柜看着他，半晌都没[[[说出话来]]]……;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;2000s\2006\电视电影\文艺\2006 朱秀海 乔家大院.txt;TV/Movie;Spoken;2000-2020;5;
1704;0,532777459;...。我们要从手工业哲学、机器工业哲学到现代技术工业哲学的纷乱中[[[找出头绪来]]]。这就是我们的技术哲学问题。谁也不能代替我们自己来提出并解答问...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1980s\1988\报刊\读书\vol-108.txt;Newspaper;Written;1980-2000;4;
15;0,582015892;为实现集体合同，要求每个行政单位保证提前[[[拿出计划来]]]，保证材料供应，实行民主管理——建立管委会与召开职工代表会议。...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1950s\1950\报刊\人民日报\rmrb_1950_02.txt;Newspaper;Written;1940-1960;2;
1424;0,294419932;...车上的老李头急了，他嚷着：“谁家的孩子这么不听话，大热的天，[[[跑出病来]]]可怎么办！”可是当他抹去因为兴奋而流出的泪水，他才叹了一口气：...;New;No;Yes;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1950s\1956\报刊\人民日报\rmrb_1956_11.txt;Newspaper;Written;1940-1960;2;
858;0,733620883;　　对此，现在普遍采取的是法院[[[派出法官来]]]陪同律师调查。可这对于案多人少的法院来说，又是很大的负担。“要...;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;2010s\2018\报刊\人民日报\rmrb_2018_03.txt;Newspaper;Written;2000-2020;5;
676;0,939478284;...裁者对富贵不淫，威武不屈的正义派穷于应付。而又特别畏惧他们能[[[生出风来]]]。——但他们虽反对恶势力，从来没有领导推翻恶势力的计划和魄力。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1940s\1949\报刊\人民日报\rmrb_1949_10.txt;Newspaper;Written;1940-1960;2;
1262;0,246228277;...本去，不懂日文，虽然念不出音，但凭着文字中的汉字，大概也可以[[[蒙出意思来]]]，特别是那些招牌之类的东西。在韩国，我们就没有这个方便可以享受...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1990s\1995\报刊\人民日报\rmrb_1995_08.txt;Newspaper;Written;1980-2000;4;
808;0,250648105;...来。”我想，农业科技档案工作也一样，我们已经看准了，就要尽快[[[抓出成效来]]]，为振兴农业服务。;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1980s\1983\报刊\人民日报\rmrb_1983_09.txt;Newspaper;Written;1980-2000;4;
1017;0,484302026;...他右肩上背着一筐小雏鸭，他小心翼翼地用衣服遮盖着筐，小鸭不时[[[探出头来]]]张望着陌生的环境。他右手拿的是革命文艺书籍和《解放军报》，左手...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1960s\1964\报刊\人民日报\rmrb_1964_08.txt;Newspaper;Written;1960-1980;3;
1954;0,733160896;...种哀伤，一年多以来，也早已经被时间冲淡了）。阴丽华想孩子都快[[[想出病来]]]了。　　所以，当她第一眼看见神似刘秀的刘彊的时候，她就爱上了这...;New;No;No;Present;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;2000s\200x\网络语料\网页\200x Author C000023_3.txt;Online;Online;2000-2020;5;
27;0,572450249;众人听了，方才明白。于是跟随胡老爷到都统府。门上回过，[[[传出话来]]]，都统今日没暇，叫胡老爷带他们马棚里歇一夜再问。胡老爷皱眉道：...;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1920s\1921\文学\小说笔记\1921 陆士谔 清朝秘史.txt;Fiction;Written;1920-1940;1;
1712;0,322447399;为这事，梁玉环几次问我该怎么办好，他那寡妇老娘为想梁邦都[[[想出病来]]]了。;New;No;No;Present;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1990s\1996\文学\大陆作家\1996 冯志 敌后武工队.txt;Fiction;Written;1980-2000;4;
1776;0,676682946;...匆匆仰脖倒下几盅的人，若不是没工夫，就是不通晓功夫茶的饮诀。[[[腾出功夫来]]]的人，明显喜欢生活中的散漫，浮生闲情，从容为之。有很多人在时光...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;2000s\2009\报刊\人民日报\rmrb_2009_10.txt;Newspaper;Written;2000-2020;5;
511;0,885923887;城里的人，都从门洞里[[[伸出头来]]]，望着天。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1960s\1961\文学\大陆作家\1961 罗广斌_杨益言 红岩.txt;Fiction;Written;1960-1980;3;
357;0,87407888;...开幕。让广大与会者感到意外惊喜的是:长沙市交警支队等车管部门[[[派出专人来]]]到展会现场办公,为购车者简化新车上牌手续。;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;2000s\2001\报刊\新华社\新华社2001年9月份新闻报道.txt;Newspaper;Written;2000-2020;5;
990;0,86263384;句了看见有一个人从屋角那边[[[伸出头来]]]张望，不由得很不自在。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;2000s\2004\文学\大陆作家\2004 残雪 残雪自选集.txt;Fiction;Written;2000-2020;5;
55;0,267228914;...们说什么也不让他再抬了。他说：“为了巩固无产阶级专政，我们要[[[豁出命来]]]干！”;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1970s\1970\报刊\人民日报\rmrb_1970_07.txt;Newspaper;Written;1960-1980;3;
60;0,036574136;...是随便的乱猜，赎错了东西才麻烦呢！于是，他的嘴唇动了动，而没[[[说出话来]]]。;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1940s\1944\文学\1944 老舍 四世同堂第一部_惶惑.txt;Fiction;Written;1940-1960;2;
1423;0,446084021;　　小莲的父母都是很用心、很尽职的家长，尽量多[[[腾出时间来]]]陪孩子，他们一直都以为跟孩子沟通得很好。;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;2000s\2006\网络语料\网页\2006 Author C000020.txt;Online;Online;2000-2020;5;
1780;0,340851035;...月亮走，我也走”，各级领导机关、首先是国务院各部委应当给基层[[[作出表率来]]]。;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1980s\1989\报刊\人民日报\rmrb_1989_03.txt;Newspaper;Written;1980-2000;4;
908;0,76412651;...件像保证质量啦，遵守劳动纪律啦，光是些空洞的口号，只有到月底[[[算出总账来]]]以后，才知道质量、成本……等等哪样完成了，哪样没完成。如果有的...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1950s\1954\报刊\人民日报\rmrb_1954_12.txt;Newspaper;Written;1940-1960;2;
394;0,974739078;...是一牛难求。”没办法，梁少青只好既养牛，又到外地去淘牛。“得[[[抽出专人来]]]跑市场，青州、莱州、商河等地到处跑，从市场上购买架子牛后育肥，...;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;2010s\2013\报刊\人民日报\rmrb_2013_11.txt;Newspaper;Written;2000-2020;5;
1638;0,232043086;...是那么让我惊艳；今人道：“美玉不琢”。精光内蕴、文质彬彬，“[[[掏出心来]]]”说话，真实的你总是那么让我感动！;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;2000s\2008\报刊\人民日报\rmrb_2008_10.txt;Newspaper;Written;2000-2020;5;
2157;0,74884398;...回同自己的女秘书在一起恐怕更要被他取笑了。　何彬放低车窗玻璃[[[探出头来]]]，问姚纲到哪里去。姚纲说去吃晚饭。何彬犹豫着似有话要讲，但又难...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1990s\1998\文学\大陆作家\1998 常温 桑拿小姐_第十七章_女秘书的心事.txt;Fiction;Written;1980-2000;4;
1107;0,070639888;...识，讲山外的世界。为了让孩子们看到更多的课外书，她省吃俭用，[[[挤出钱来]]]买书。;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;2000s\2005\报刊\人民日报\rmrb_2005_05.txt;Newspaper;Written;2000-2020;5;
772;0,090428456;组长冯汝光下了班就到张仲兰家去了，在说明了来意后，[[[拿出信来]]]念给仲兰的爱人听。没等念完，仲兰的爱人忙说：“我当是啥事呢，原...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1950s\1954\报刊\人民日报\rmrb_1954_02.txt;Newspaper;Written;1940-1960;2;
355;0,509229474;...坛中方主席、外交部前副部长刘述卿感谢对辛格外长在繁忙的工作中[[[抽出时间来]]]会见双方代表团,并转达了唐家璇外长的亲切问候。他对论坛首次会议...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;2000s\2001\报刊\新华社\新华社2001年9月份新闻报道.txt;Newspaper;Written;2000-2020;5;
2564;0,511895228;...一问题，首先要掌握的是如何运用文学语言来塑造典型人物，并且要[[[写出戏来]]]的问题。;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1950s\1959\报刊\人民日报\rmrb_1959_06.txt;Newspaper;Written;1940-1960;2;
326;0,743594381;...小组不得不全力来加固顶板，因此煤炭供应不足。这时，运煤小组就[[[抽出人力来]]]帮助，很快就把加固顶板的棚子架好。结果，两个组都完成了计划。当...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1960s\1961\报刊\人民日报\rmrb_1961_02.txt;Newspaper;Written;1960-1980;3;
565;0,458480071;...各人有各人的侧重，但和全局联系起来，把棋子放到棋盘上，就不难[[[掂出分量来]]]。;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1990s\1993\报刊\人民日报\rmrb_1993_03.txt;Newspaper;Written;1980-2000;4;
2528;0,194284507;...成就。他说，建厂职工们决心鼓足干劲，要尽快地使毛主席故乡早日[[[流出钢水来]]]。翁文灏委员最近到上海和浙江视察了规模宏大的新安江水电站、设备...;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1950s\1959\报刊\人民日报\rmrb_1959_04.txt;Newspaper;Written;1940-1960;2;
58;0,784102266;...上见过的仙境，就在这里出现了。这时船走得更快，不多时，在台上[[[显出人物来]]]，红红绿绿的动，近台的河里一望乌黑的是看戏的人家的船篷。;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1920s\1922\文学\1922 鲁迅 社戏.txt;Fiction;Written;1920-1940;1;
649;0,503255957;...备，现有的设计师根本没有设计过，又没有经过典型试验，即使勉强[[[画出图来]]]，连设计人自己也没有把握。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1950s\1953\报刊\人民日报\rmrb_1953_07.txt;Newspaper;Written;1940-1960;2;
647;0,504641373;...生，胡汉民曾说过一句话：‘以前在孙文面前乱说话说惯了，如今可[[[说出问题来]]]了。’你们懂意思吧，孙先生对玩笑话一向是不以为意，蒋先生可不同...;New;No;No;Present;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1990s\1993\报刊\作家文摘\1993年01——06月《作家文摘》.TXT;Newspaper;Written;1980-2000;4;
1399;0,441799378;...们的心灵，败坏社会风气，给群众的生产和生活造成危害，有的甚至[[[闹出人命来]]]，应当引起各有关部门的高度重视。;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1980s\1986\报刊\人民日报\rmrb_1986_12.txt;Newspaper;Written;1980-2000;4;
991;0,794073152;...这比原来他们采用的包工办法更细致些。这办法是：把每样农活预先[[[评出定额来]]]。比方割谷，一个普通劳动力一天能割一亩二分五厘田，就算一个定额...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1950s\1955\报刊\人民日报\rmrb_1955_04.txt;Newspaper;Written;1940-1960;2;
1417;0,014562517;...看花蕊里有什么；有的孩子将钢琴键扭掉，是为了想看看什么东西能[[[发出声音来]]]。孩子的这些淘气行为，往往蕴育着可贵的探索力、创造力和丰富的想...;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;2000s\2006\网络语料\网页\2006 Author C000020.txt;Online;Online;2000-2020;5;
2180;0,350145104;...”司机很谦虚地说：“这点事算什么，生产钢铁也有我的份。”说完[[[伸出手来]]]向他的乘客一一道别。这时，他们才想起问：“同志，你贵姓？”司机...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1950s\1958\报刊\人民日报\rmrb_1958_11.txt;Newspaper;Written;1940-1960;2;
995;0,440738107;" 嘿，调皮鬼，你怎么知道的？""表姐的眼睛[[[闪出光来]]]。";New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;2000s\2004\文学\大陆作家\2004 残雪 残雪自选集.txt;Fiction;Written;2000-2020;5;
1512;0,784720049;...心重，一听，就急忙说：“对！咱办起家庭学习班，搭空儿学一学，[[[抽出时间来]]]多干点活吧！”没等我说完，二孩子刘柱就冲着我说：“爸爸说的不对...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1960s\1968\报刊\人民日报\rmrb_1968_11.txt;Newspaper;Written;1960-1980;3;
1117;0,059737242;多元真是[[[挤出水来]]]也不行！要他们投资试验，心有余而力不足，真是“有钱养兵，无钱打...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;2000s\2005\报刊\人民日报\rmrb_2005_06.txt;Newspaper;Written;2000-2020;5;
412;0,603041128;...真叫人艳羡。”周姨道：“你说得很便当，无奈这里耳目众多，万一[[[闯出祸来]]]，怎样落场呢？”安静生道：“这也事在人为，妃子如果有意，我情愿...;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1930s\1935\文学\小说笔记\1935 荫余轩放 民国野史.txt;Fiction;Written;1920-1940;1;
493;0,273001786;...巨大人力、财力和时间,找相关部门和人员进行调查,但没有人愿意[[[拿出证据来]]],也没有人承认给钱或收钱。中国足协反对不正之风的态度是坚决的。...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;2000s\2002\报刊\新华社\新华社2002年1月份新闻报道.txt;Newspaper;Written;2000-2020;5;
372;0,559796235;...产量的提高。农民只“可使由之，不可使知之”，他们是不可能自己[[[找出办法来]]]的。我这样看不起劳动人民，是因为我自己没有参加过劳动的原故。直...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1950s\1951\报刊\人民日报\rmrb_1951_12.txt;Newspaper;Written;1940-1960;2;
2295;0,737611912;...绍荣说：“成本是一条湿毛巾，只要采取科学合理的方法，就一定会[[[拧出水分来]]]。”;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1990s\1999\报刊\人民日报\rmrb_1999_05.txt;Newspaper;Written;1980-2000;4;
412;0,895675062;波恩对“危机”这个词不喜欢听。总理没有[[[拿出办法来]]]，反对党也一样。很难采取行动。不管做了什么事情，情况还是老样子...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1990s\1992\报刊\人民日报\rmrb_1992_06.txt;Newspaper;Written;1980-2000;4;
2206;0,160300857;...小时前音子又刚刚来过，因此，市子仿佛有愧于三浦似的，半晌没有[[[说出话来]]]。;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1990s\1998\翻译作品\文学\1998 朱春育 生为女人.txt;Fiction_t;Written;1980-2000;4;
633;0,475407872;...瓜。他一手托着西瓜，一手用刀切。一刀切下去，手掌和西瓜皮之间[[[淌出血来]]]。我想制止，但瓦洛加毫无感觉，继续横切竖切，手掌伤口棋盘格似地...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1990s\1993\报刊\作家文摘\1993年01——06月《作家文摘》.TXT;Newspaper;Written;1980-2000;4;
2122;0,444016219;...十月结婚，现在就推迟结婚。县直机关人员都投入战斗，邮电局专门[[[抽出人来]]]到钢铁基地建立两个电话所；卫生部门在“有病治病，无病炼铁”的口...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1950s\1958\报刊\人民日报\rmrb_1958_09.txt;Newspaper;Written;1940-1960;2;
2259;0,856881268;　　“噗”一口把灯吹灭，几个人都[[[拔出枪来]]]准备战斗。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1950s\1958\文学\大陆作家\1958 刘流 烈火金刚.txt;Fiction;Written;1940-1960;2;
1536;0,883024916;...的，就有可能被摔破了。又因为铜镜不比玻璃镜子，时间久了会自己[[[生出铜锈来]]]，原先闪亮的镜面便黯然失色；这时，就需要重新磨亮它。古时干这一...;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1980s\1987\报刊\人民日报\rmrb_1987_10.txt;Newspaper;Written;1980-2000;4;
622;0,077751614;...赛。为了吸取经验，指导全面，先在农业生产合作社和王成章互助组[[[作出样子来]]]教育全村农民。农业生产合作社通过评比运动，迅速地提高了社员的觉...;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1950s\1953\报刊\人民日报\rmrb_1953_05.txt;Newspaper;Written;1940-1960;2;
