Index;R-number;Text;NP_Givenness;Structural_Priming;Imperative_conditional;le;NP_Definiteness;Numeric_Classifier;NP_Concreteness;NP_Length;Response;V-P;Filename;Genre;Register;Time;Time_num
254;0,993091333;...江楼下等候韩起凤，听得路上人的话说，知道韩起凤必然发火，深恐[[[酿出大祸来]]]，只得三脚两步忙忙地赶至妓院中。正值起凤按住了汪直痛打，藩桌司...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1920s\1927\文学\小说笔记\1927 许啸天 明代宫闱史.txt;Fiction;Written;1920-1940;1
12;0,430013445;...的。家中问他到什么地方去弄成这个样儿，却是死也不肯吐露，因怕[[[说出来事]]]关奸污宫眷，罪要灭族的。以是都下起了一种谣言，谓有夜鲛几摄取青...;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chulai-N;Y;1920s\1927\文学\小说笔记\1927 许啸天 明代宫闱史.txt;Fiction;Written;1920-1940;1
242;0,244503333;...汪后捣蛋。妃子同皇后两下里几次闹翻过，经景帝从中调解，算不曾[[[闹出事来]]]。;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1920s\1927\文学\小说笔记\1927 许啸天 明代宫闱史.txt;Fiction;Written;1920-1940;1
287;0,958926276;...非叛逆不道的祖坟，是不能任意发掘的。边大绶深恐掘错了，那就要[[[弄出事儿来]]]，可不是玩的。只得上复汪抚台，回说寻找不到。;New;No;No;Absent;Indefinite;Absent;Non-concrete;1.5;V-chu-N-lai;Y;1920s\1927\文学\小说笔记\1927 许啸天 明代宫闱史.txt;Fiction;Written;1920-1940;1
219;0,499845926;...那就容易对付了。”众团丁见说，唯唯听命，把观看的一班人，看得[[[吐出舌头来]]]，半晌缩不进去。胡大海忍不住，高声喝着采。这一喝好似青天起了巨...;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1920s\1927\文学\小说笔记\1927 许啸天 明代宫闱史.txt;Fiction;Written;1920-1940;1
230;0,365057063;...然是自己的姊妹，不幸她变下脸来，有皇上在那里帮护着她，不是要[[[弄出乱子来]]]吗？那时反悔之不及了。”惠妃听了宫女的话，倒也很为有理，只得忍...;New;Yes;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1920s\1927\文学\小说笔记\1927 许啸天 明代宫闱史.txt;Fiction;Written;1920-1940;1
266;0,598678908;...惊慌了，那不是怪物，是宫侍们扮着鬼来吓你的。”萍儿听了，才敢[[[钻出头来]]]，眼对着灯火只是呆呆地发怔。世宗帝晓得她惊魂乍定，尚有余怒，就...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1920s\1927\文学\小说笔记\1927 许啸天 明代宫闱史.txt;Fiction;Written;1920-1940;1
213;0,231376744;...就勉强地卸了外衣，往被窝里一钻，把被儿紧紧地裹住，便死也不肯[[[伸出头来]]]。美赛姑娘一笑，也忙脱去了衣服，一面跨上炕去，将铁木真的被儿轻...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1920s\1927\文学\小说笔记\1927 许啸天 明代宫闱史.txt;Fiction;Written;1920-1940;1
227;0,691357845;...了异心么？俺食君之禄不能背义，宁死断头，志是不移的。”说毕，[[[拔出剑来]]]喝道：“谁敢言降，俺就斩他的头颅。”;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1920s\1927\文学\小说笔记\1927 许啸天 明代宫闱史.txt;Fiction;Written;1920-1940;1
283;0,000125349;...祭烛吹熄，分明是不祥之兆无疑。”说罢拂袖回宫。过了一会，内殿[[[传出谕旨来]]]，着洪承畴督师剿贼。这旨意颁下洪承畴方视师天津，闻命即移檄江淮...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1920s\1927\文学\小说笔记\1927 许啸天 明代宫闱史.txt;Fiction;Written;1920-1940;1
221;0,731423988;...连头也踏破了。徐达忙上去，把大海喝住道：“你这样的粗暴，又要[[[闯出祸来]]]哩！”大海听了，这才立着不动。大家看那擂台上时，却是方庄主的几...;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1920s\1927\文学\小说笔记\1927 许啸天 明代宫闱史.txt;Fiction;Written;1920-1940;1
245;0,706908026;当下石亨遣人邀曹吉祥，三个人密商了一会，由石亨[[[拿出钱来]]]，命张輗招募勇士，又另招铁工百名，昼夜赶造军械。京城风声日见紧...;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1920s\1927\文学\小说笔记\1927 许啸天 明代宫闱史.txt;Fiction;Written;1920-1940;1
273;0,102681367;...下人谁不知道。万一废长立幼，廷臣议论倒还罢了，倘因此人心疑虑[[[激出乱子来]]]，不是以小误了大事么？”郑贵妃见神宗帝意志坚决，不由地放声大哭...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1920s\1927\文学\小说笔记\1927 许啸天 明代宫闱史.txt;Fiction;Written;1920-1940;1
223;0,68382114;...着廖永安，围住了陈兆先，兆先见四面都是敌将，谅来不能脱身，便[[[拔出剑来]]]望脖子上只一抹，猩红四溅，尸身从马上堕落尘埃。通海等杀散元兵，...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1920s\1927\文学\小说笔记\1927 许啸天 明代宫闱史.txt;Fiction;Written;1920-1940;1
224;0,291500114;...不能脱身，便咬牙对朵察耐恨道：“都是你这浑人弄坏的事。”说罢[[[拔出剑来]]]把朵察耐砍作两段。回顾士卒，剩得寥寥十余骑，飞虎兵是一个也没有...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1920s\1927\文学\小说笔记\1927 许啸天 明代宫闱史.txt;Fiction;Written;1920-1940;1
216;0,751059402;...是自己主人呼它，两只鹰扑着双翅，必必地飞到外面，歹门忙在怀里[[[掏出肉来]]]，向空中掷去。那鹞鹰这个东西，是最贪嘴的，一见了肉，就拼命地来...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1920s\1927\文学\小说笔记\1927 许啸天 明代宫闱史.txt;Fiction;Written;1920-1940;1
251;0,987068738;...人去闲耍去了，并管宫门的也走开，这叫上不正下参差的缘故。由是[[[闯出事来]]]了。;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1920s\1927\文学\小说笔记\1927 许啸天 明代宫闱史.txt;Fiction;Written;1920-1940;1
253;0,034821811;...朱英双战狮儿不下，杀得天彪性起，一手迎战，左手扣住锤儿，探怀[[[取出流星锤来]]]，飞索打去，却被狮儿接着。大家用力一挣，崩的一下，链已扯断。狮...;New;No;No;Absent;Indefinite;Absent;Concrete;3;V-chu-N-lai;Y;1920s\1927\文学\小说笔记\1927 许啸天 明代宫闱史.txt;Fiction;Written;1920-1940;1
258;0,592372682;...鹑纷纷自来投献，由管门的太监一一递入宫里，正德帝便兴高采烈地[[[放出鹌鹑来]]]相斗。那些鹌鹑都是平常的品格，经不起一斗，早已败走了。难有一二...;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1920s\1927\文学\小说笔记\1927 许啸天 明代宫闱史.txt;Fiction;Written;1920-1940;1
278;0,355052693;...，粒粒和黄豆般大小，脑门上正中一颗大珠，精圆如龙眼，夜里自能[[[放出光彩来]]]，灿烂耀目价值连城。像的绣袍上，也四面缀着金珠。两旁铸真金罗汉...;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1920s\1927\文学\小说笔记\1927 许啸天 明代宫闱史.txt;Fiction;Written;1920-1940;1
238;0,577274193;...，只好勉强应命，那时便煎起阿胶来吃了，虽是身上不洁净，也不会[[[弄出病来]]]的了。当下，宣宗皇帝奉着张太后亲检寿仪已毕，又同着太后驾起御舟...;New;No;No;Present;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1920s\1927\文学\小说笔记\1927 许啸天 明代宫闱史.txt;Fiction;Written;1920-1940;1
285;0,481609975;...如柴，你这斯为甚独肥？”说着叫贼目剥去福王上下身衣服，用尖刀[[[刺出心来]]]拿银盘接着，把血掺在酒和鹿血里，分饮众贼将，唤做福禄酒。又把福...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1920s\1927\文学\小说笔记\1927 许啸天 明代宫闱史.txt;Fiction;Written;1920-1940;1
249;0,614432117;...绝，不能生育了，所以也不许别人生育。妃子中谁若有孕，万贵妃恐[[[生出太子来]]]，皇帝要移宠到别人身上去，故此百般地设法，非把那妃子弄得堕了胎...;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1920s\1927\文学\小说笔记\1927 许啸天 明代宫闱史.txt;Fiction;Written;1920-1940;1
279;0,977943032;毛四在旁，知道自成的脾气，他说得出是做得到的，万一酒后失手，[[[弄出人命来]]]可不是作耍的。于是毛四忙把自成拖住道：“你且忍耐了。咱叫鸨儿来...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1920s\1927\文学\小说笔记\1927 许啸天 明代宫闱史.txt;Fiction;Written;1920-1940;1
262;0,743107684;...把娇奴羞辱一番。偏是那娇奴嘴强，以许氏骂她无耻，便生生地要她[[[拿出赃证来]]]。许氏转被她堵塞了嘴，气愤愤地自回房中。那娇奴却哭哭啼啼的，声...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1920s\1927\文学\小说笔记\1927 许啸天 明代宫闱史.txt;Fiction;Written;1920-1940;1
275;0,989010898;...他一时急中生智，忙把表章转呈给熹宗帝。熹宗帝在使臣们跟前不好[[[露出丑态来]]]，就假意看了半响忽然大怒起来，将表章一掷道：“外邦小国好没道理...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1920s\1927\文学\小说笔记\1927 许啸天 明代宫闱史.txt;Fiction;Written;1920-1940;1
298;0,610659148;...定眼前就会从大树里或岩石中跳出一个妖怪或神仙，恶意的或好意的[[[伸出手来]]]领我走上一条更加神秘的路，游一游不可知的奇异的国境。这是小时伏...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1920s\1928\文学\1928 凌书华 登富士山.txt;Fiction;Written;1920-1940;1
311;0,430813094;...。她本来就不多说话，现在更少说。周围的人们的举动，也在她眼中[[[显出异样来]]]。昨日她在课堂上和抱素说了一句“天气真是烦闷”，猛听得身后一阵...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1920s\1928\文学\1928 茅盾 蚀.txt;Fiction;Written;1920-1940;1
304;0,232202833;...书：“破坏经济的奸商”。童子团一路高喊口号，许多人家的窗里都[[[探出人头来]]]看热闹。几个小孩子跟在队伍后面跑，也大叫“打倒奸商”。;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1920s\1928\文学\1928 茅盾 蚀.txt;Fiction;Written;1920-1940;1
320;0,919037607;龙飞当真站起来，野马一般地乱窜乱跳着。史循和仲昭忍不住[[[笑出眼泪来]]]。史循一口气灌下半瓶酒，摇摇头也跳了起来，将空瓶掷在江中。但是...;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1920s\1928\文学\1928 茅盾 蚀.txt;Fiction;Written;1920-1940;1
309;0,271137952;方罗兰[[[掏出手巾来]]]再擦脸上的汗，嘘了口气，说：;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1920s\1928\文学\1928 茅盾 蚀.txt;Fiction;Written;1920-1940;1
307;0,445482512;...个孩子来，而财产仍归她掌握。现在她若彰明昭著地再嫁，便不能不[[[交出财产来]]]，她舍不得。”;Given;Yes;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1920s\1928\文学\1928 茅盾 蚀.txt;Fiction;Written;1920-1940;1
321;0,769642603;“何必发愁呢！我并不是不可理喻的人，我不肯[[[闹出笑话来]]]，使大家难堪。时候不早了，上学校去罢。”;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1920s\1928\文学\1928 茅盾 蚀.txt;Fiction;Written;1920-1940;1
310;0,323923544;房内没有什么装饰品。书桌上堆了些书和文具，却还要[[[让出一角来]]]放茶具。向西的一对窗上遮了半截白洋纱，想来是不要走到晒台上的人...;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1920s\1928\文学\1928 茅盾 蚀.txt;Fiction;Written;1920-1940;1
323;0,204008624;...，终于是所得的煤，只能供烧那两架抽水机之用，就是抽了水掘煤，[[[掘出煤来]]]抽水，结一笔出入两清的账。既然开矿无利，矿路学堂自然也就无须乎...;Given;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1920s\1928\文学\1928 鲁迅 朝花夕拾.txt;Fiction;Written;1920-1940;1
327;0,763131982;...６９〕墨子当然要著书；杨子就一定不著，这才是“为我”。因为若[[[做出书来]]]给别人看，便变成“为人”了。;New;No;Yes;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1920s\1928\文学\1928 鲁迅 而已集.txt;Fiction;Written;1920-1940;1
325;0,302130409;...得他脸太白，头发太黄，眼珠太淡，鼻梁太高。虽然不能明明白白地[[[说出理由来]]]，但总而言之：相貌不应该如此。至于对于中国人的脸，是毫无异议；...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1920s\1928\文学\1928 鲁迅 而已集.txt;Fiction;Written;1920-1940;1
341;0,072713612;...防严密”；他也提起笔来在手心里写了六个字，“何时方可真个”，[[[伸出手来]]]向她示意。她闪着星眼一看，不觉红晕桃腮，娇羞不胜，复提起笔来在...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1920s\1928\文学\小说笔记\1928 徐哲身 汉代宫廷艳史.txt;Fiction;Written;1920-1940;1
378;0,175279301;...慢欢喜着，这两个带进宫来，连能儿三个了，这里人多眼杂，不会不[[[露出马脚来]]]的。大家都要想出一个好法子来，图长久的快乐才好呢。”;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1920s\1928\文学\小说笔记\1928 徐哲身 汉代宫廷艳史.txt;Fiction;Written;1920-1940;1
379;0,324972558;...做什么呢？”他道：“娘娘吩咐我在这里把守的，恐怕有生人进去，[[[看出破绽来]]]的。”;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1920s\1928\文学\小说笔记\1928 徐哲身 汉代宫廷艳史.txt;Fiction;Written;1920-1940;1
355;0,061171824;说话时，靠身边一家人家，忽地将门开了，里面[[[露出灯光来]]]，照在那人的脸上，只见他已经须眉魔白了。从里面走出一个二十多岁...;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1920s\1928\文学\小说笔记\1928 徐哲身 汉代宫廷艳史.txt;Fiction;Written;1920-1940;1
368;0,304377507;...什么样子呢？”小窦听说这话，忙朝镜子里一望，不禁涨红了脸，忙[[[伸出手来]]]先将青苔拈去，然后又用梳子在头上慢条斯理地梳了一阵子，放下梳子...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1920s\1928\文学\小说笔记\1928 徐哲身 汉代宫廷艳史.txt;Fiction;Written;1920-1940;1
360;0,395797791;...血殷殷地淌个不止。林英到这时，也顾不得什么羞耻了，情不自禁地[[[拔出宝剑来]]]，将自己的袍襟割下一块，走到她的身边，替她重重地裹起。;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1920s\1928\文学\小说笔记\1928 徐哲身 汉代宫廷艳史.txt;Fiction;Written;1920-1940;1
362;0,777706519;...一个全权代表了。暗渡陈仓的老调儿竟有二年多了，终未有被一个人[[[看出破绽来]]]。到了现在，府中正忙着丧事，人多眼杂，那个越俎代疱的事情，只好...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1920s\1928\文学\小说笔记\1928 徐哲身 汉代宫廷艳史.txt;Fiction;Written;1920-1940;1
344;0,692401301;她见他这样呆头呆脑的，不觉又好气，又好笑，又深怕他口没遮拦[[[露出风声来]]]，可不是玩的，忙哄他道：“兄弟，你不晓得，我和你刚才做的这件事...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1920s\1928\文学\小说笔记\1928 徐哲身 汉代宫廷艳史.txt;Fiction;Written;1920-1940;1
337;0,352145404;...渎圣躬。”哀帝笑道：“朕见你生得千娇百媚，心地应该玲珑，怎么[[[说出话来]]]，这样糊涂！你要知道我朝祖上，常干此种把戏。高宗时，有籍孺其人...;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1920s\1928\文学\小说笔记\1928 徐哲身 汉代宫廷艳史.txt;Fiction;Written;1920-1940;1
375;0,693770504;...但是绝不像你们成日成夜地缠着，一个人究竟能有多大的精神，万一[[[弄出病来]]]，那才没法子咧。”小窦笑道：“这话也不需要你说，我们自然有数，...;New;No;Yes;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1920s\1928\文学\小说笔记\1928 徐哲身 汉代宫廷艳史.txt;Fiction;Written;1920-1940;1
359;0,468930486;...了出来；不瞒你说，她已经和我做过了这一回玩意儿了。”他说着，[[[伸出手来]]]做了一个手势，将那个女子羞得面红过耳。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1920s\1928\文学\小说笔记\1928 徐哲身 汉代宫廷艳史.txt;Fiction;Written;1920-1940;1
386;0,629208027;...何处？望乞示知，下官好按功上奏朝廷，不敢埋没大勋。”那异丐便[[[说出一番话来]]]。这正是：;New;No;No;Absent;Indefinite;Present;Non-concrete;3;V-chu-N-lai;Y;1920s\1928\文学\小说笔记\1928 徐哲身 汉代宫廷艳史.txt;Fiction;Written;1920-1940;1
